Name	Year	Female	Male
Taylor	1907		25
Teddy	1907		20
Terrell	1907		8
Terry	1907	11	20
Toby	1907	6	6
Tommie	1907	58	96
Tommy	1907		44
Tracy	1907	5	13
Unknown	1907	8	12
Van	1907	7	29
Vernon	1907	14	222
Whitney	1907		7
Willie	1907	1394	1968
Addison	1908		17
Adrian	1908		41
Allie	1908	245	19
Allison	1908	6	8
Alva	1908	60	36
Andrea	1908	30	
Angel	1908	7	9
Antonia	1908	74	
Ariel	1908	12	
Asa	1908		24
Ashley	1908		9
Ashton	1908		6
Aubrey	1908	11	67
August	1908		138
Avery	1908	5	23
Bailey	1908		7
Bennie	1908	49	158
Beverly	1908	32	12
Billie	1908	139	28
Billy	1908	13	20
Blair	1908		16
Bobbie	1908	72	5
Bobby	1908		6
Brooks	1908		16
Cameron	1908		8
Campbell	1908		5
Carey	1908		17
Carmen	1908	122	12
Carol	1908	146	7
Carroll	1908	14	77
Carson	1908		12
Carter	1908		25
Cary	1908	5	13
Casey	1908		11
Cecil	1908	114	397
Charley	1908		155
Charlie	1908	43	740
Chris	1908		37
Christian	1908		29
Clare	1908	70	14
Cleo	1908	290	50
Clyde	1908	48	511
Connie	1908	116	16
Courtney	1908		11
Cruz	1908	9	5
Dale	1908	17	100
Dallas	1908	14	48
Dana	1908	15	14
Dean	1908	18	43
Dee	1908	12	36
Diamond	1908	6	
Donnie	1908	48	10
Eddie	1908	94	413
Elisha	1908		11
Elliott	1908		46
Ellis	1908	9	123
Emerson	1908		32
Emery	1908		48
Emory	1908		42
Erin	1908	5	
Fay	1908	267	20
Finley	1908		11
Francis	1908	166	853
Frankie	1908	148	13
Freddie	1908	37	72
Gail	1908	30	13
Gale	1908	9	19
Gayle	1908	6	9
Gene	1908	20	78
Grayson	1908		6
Guadalupe	1908	56	10
Hadley	1908		16
Harley	1908		71
Harper	1908		6
Haven	1908		5
Hayden	1908		9
Hilary	1908		5
Hunter	1908		15
Ira	1908	36	196
Ivy	1908	67	16
Jackie	1908	23	5
Jamie	1908	15	
Jean	1908	852	31
Jerry	1908	20	198
Jessie	1908	1382	355
Jewel	1908	244	22
Jewell	1908	288	17
Jimmie	1908	106	160
Jimmy	1908		33
Joan	1908	104	
Jodie	1908	8	14
Johnie	1908	30	172
Johnnie	1908	188	321
Jordan	1908		13
Joy	1908	38	
June	1908	206	16
Justine	1908	33	
Kay	1908	75	6
Kelley	1908		11
Kelly	1908	5	25
Kendall	1908		6
Kirby	1908		9
Kyle	1908		10
Lacy	1908	14	30
Lane	1908		8
Laurel	1908	16	7
Laverne	1908	91	23
Lee	1908	197	553
Leigh	1908		5
Leighton	1908		11
Lesley	1908		11
Leslie	1908	41	279
Lindsay	1908		8
Lindsey	1908		14
Logan	1908		12
Lois	1908	1023	16
Lonnie	1908	23	169
Loren	1908		46
Lou	1908	147	15
Louie	1908	25	63
Lupe	1908	31	
Lynn	1908	18	50
Madison	1908		11
Marion	1908	1349	233
Mckinley	1908		32
Meredith	1908	14	15
Merle	1908	120	76
Mickey	1908	7	
Milan	1908		7
Monroe	1908		81
Morgan	1908		33
Noel	1908		47
Nova	1908	36	
Oakley	1908		7
Odell	1908	45	52
Ollie	1908	447	84
Ora	1908	426	48
Paris	1908		12
Parker	1908		13
Pat	1908	13	36
Patsy	1908	50	27
Payton	1908		5
Perry	1908	9	133
Presley	1908		8
Quincy	1908		9
Ray	1908	43	447
Reece	1908		7
Reese	1908		15
Rene	1908	9	20
Riley	1908		42
Robbie	1908	59	8
Robin	1908		5
Ronnie	1908	5	5
Royce	1908		9
Sammie	1908	38	30
Sandy	1908		28
Shannon	1908		7
Shelby	1908		31
Shirley	1908	284	22
Sidney	1908	24	253
Spencer	1908		61
Stacy	1908	10	19
Sterling	1908		44
Sydney	1908	11	28
Taylor	1908		22
Teddy	1908	7	12
Terrell	1908		7
Terry	1908	6	23
Toby	1908	11	
Tommie	1908	65	106
Tommy	1908	6	57
Tracy	1908	15	20
Unknown	1908	5	8
Van	1908		36
Vernon	1908	13	285
Whitney	1908		8
Willie	1908	1371	1964
Addison	1909		13
Adrian	1909		38
Allie	1909	272	19
Allison	1909		9
Alva	1909	70	68
Andrea	1909	27	
Angel	1909	6	10
Antonia	1909	69	
Ariel	1909	7	
Asa	1909		16
Ashley	1909		10
Ashton	1909		10
Aubrey	1909		84
August	1909		129
Avery	1909	7	17
Bailey	1909		9
Bennie	1909	49	187
Beverly	1909	35	14
Billie	1909	144	29
Billy	1909	10	18
Blair	1909		5
Bobbie	1909	64	10
Bobby	1909	5	9
Brooks	1909		15
Cameron	1909		6
Carey	1909		13
Carmen	1909	157	26
Carol	1909	142	19
Carroll	1909	15	87
Carson	1909		22
Carter	1909		22
Cary	1909	5	24
Casey	1909		16
Cecil	1909	113	432
Chandler	1909		6
Charley	1909	5	147
Charlie	1909	39	833
Chris	1909		48
Christian	1909		29
Clare	1909	73	24
Cleo	1909	333	60
Clyde	1909	60	516
Cody	1909		6
Connie	1909	131	20
Courtney	1909	11	5
Cruz	1909	10	
Dale	1909	13	102
Dallas	1909	11	58
Dana	1909	13	16
Dean	1909	14	44
Dee	1909	17	35
Diamond	1909	6	
Donnie	1909	39	9
Drew	1909		5
Eddie	1909	104	462
Elisha	1909		24
Elliot	1909		8
Elliott	1909		46
Ellis	1909		131
Emerson	1909		41
Emery	1909		47
Emory	1909		57
Erin	1909	15	
Fay	1909	246	28
Finley	1909		7
Francis	1909	157	886
Frankie	1909	128	14
Freddie	1909	42	76
Gail	1909	32	10
Gale	1909	8	22
Gayle	1909	18	
Gene	1909	39	81
Guadalupe	1909	67	20
Hadley	1909		14
Harley	1909		73
Hayden	1909		14
Hilary	1909		7
Hunter	1909		13
Ira	1909	37	175
Ivy	1909	69	15
Jackie	1909	32	
Jamie	1909	27	11
Jan	1909		6
Jean	1909	940	23
Jerry	1909	16	192
Jessie	1909	1321	432
Jewel	1909	252	25
Jewell	1909	304	24
Jimmie	1909	129	185
Jimmy	1909		40
Joan	1909	142	
Jodie	1909	9	15
Johnie	1909	60	147
Johnnie	1909	275	401
Jordan	1909		20
Joy	1909	54	6
June	1909	213	17
Justine	1909	34	
Kay	1909	83	
Kaye	1909	6	
Kelley	1909		7
Kelly	1909	7	26
Kirby	1909		13
Kyle	1909		11
Lacy	1909	19	23
Lane	1909		5
Laurel	1909	18	
Lauren	1909		7
Laverne	1909	100	25
Lee	1909	196	583
Leighton	1909		7
Lesley	1909		6
Leslie	1909	35	292
Lindsay	1909		11
Lindsey	1909		12
Logan	1909		18
Lois	1909	1157	22
London	1909		5
Lonnie	1909	35	209
Loren	1909	6	66
Lou	1909	140	
Louie	1909	23	78
Lupe	1909	36	5
Lynn	1909	18	67
Madison	1909		8
Marion	1909	1445	247
Marty	1909		6
Mckinley	1909		36
Meredith	1909	16	17
Merle	1909	120	76
Mickey	1909	7	12
Milan	1909		5
Monroe	1909		75
Morgan	1909		34
Noel	1909	5	45
Nova	1909	39	
Oakley	1909		9
Odell	1909	52	49
Ollie	1909	481	99
Ora	1909	473	40
Paris	1909		14
Parker	1909		17
Pat	1909	15	42
Patsy	1909	50	22
Perry	1909	8	109
Quincy	1909		17
Ray	1909	50	475
Reece	1909		10
Reese	1909		12
Rene	1909	8	15
Riley	1909		49
Robbie	1909	82	11
Robin	1909	5	7
Ronnie	1909	5	
Royce	1909		14
Sammie	1909	27	40
Sandy	1909		31
Shelby	1909		26
Shelly	1909		8
Shirley	1909	281	33
Sidney	1909	12	233
Spencer	1909		49
Stacy	1909	9	8
Sterling	1909		47
Sydney	1909	16	29
Taylor	1909		35
Teddy	1909		16
Terrell	1909		8
Terry	1909	11	27
Toby	1909	8	8
Tommie	1909	66	113
Tommy	1909	7	59
Tracy	1909	11	5
Unknown	1909		6
Van	1909		45
Vernon	1909	16	284
Whitney	1909		13
Willie	1909	1549	2175
Addison	1910		12
Adrian	1910		42
Allie	1910	237	22
Allison	1910	5	11
Alva	1910	80	61
Andrea	1910	27	
Angel	1910		13
Antonia	1910	73	
Ariel	1910	6	
Asa	1910		30
Ashley	1910		7
Aubrey	1910	9	105
August	1910		144
Avery	1910	10	21
Bailey	1910		10
Bennie	1910	65	218
Beverly	1910	56	16
Billie	1910	165	40
Billy	1910	8	43
Blair	1910		10
Bobbie	1910	50	19
Bobby	1910	16	8
Brooks	1910		13
Cameron	1910		8
Carey	1910	6	25
Carmen	1910	181	41
Carol	1910	185	14
Carroll	1910	11	89
Carson	1910		24
Carter	1910		26
Cary	1910	8	23
Casey	1910		19
Cecil	1910	130	472
Charley	1910	8	181
Charlie	1910	65	1107
Chris	1910		32
Christen	1910	5	
Christian	1910		40
Clare	1910	94	18
Cleo	1910	357	72
Clyde	1910	55	617
Cody	1910		8
Connie	1910	129	22
Courtney	1910	8	11
Cruz	1910	17	9
Dale	1910	24	125
Dallas	1910	20	59
Dana	1910	21	19
Dean	1910	12	53
Dee	1910	16	35
Diamond	1910	7	
Donnie	1910	49	11
Drew	1910		14
Eddie	1910	126	595
Elisha	1910		25
Elliot	1910		17
Elliott	1910		44
Ellis	1910		147
Emerson	1910		52
Emery	1910		55
Emory	1910		55
Erin	1910	9	
Fay	1910	316	24
Finley	1910		14
Francis	1910	227	1000
Frankie	1910	166	13
Freddie	1910	51	95
Gail	1910	33	25
Gale	1910	7	12
Gayle	1910	15	5
Gene	1910	32	91
Gerry	1910	7	
Grayson	1910		5
Guadalupe	1910	69	38
Hadley	1910		5
Harley	1910		89
Harper	1910		6
Hayden	1910		12
Hilary	1910		8
Hunter	1910		16
Ira	1910	45	233
Ivy	1910	72	23
Jackie	1910	43	5
Jamie	1910	16	8
Jan	1910		9
Jean	1910	1246	44
Jerry	1910	33	252
Jessie	1910	1541	516
Jewel	1910	318	23
Jewell	1910	362	31
Jimmie	1910	130	258
Jimmy	1910		51
Joan	1910	196	
Jodie	1910	12	21
Jody	1910		6
Johnie	1910	67	199
Johnnie	1910	299	502
Jordan	1910		13
Joy	1910	48	11
June	1910	295	12
Justice	1910		5
Justine	1910	35	
Kay	1910	106	6
Kaye	1910	6	
Kelley	1910		11
Kelly	1910	6	46
Kelsey	1910		5
Kendall	1910		11
Kirby	1910		13
Kyle	1910		15
Lacy	1910	26	33
Lane	1910		7
Laurel	1910	12	6
Lauren	1910		12
Laverne	1910	134	26
Lee	1910	224	741
Leigh	1910		6
Lesley	1910	5	12
Leslie	1910	52	313
Lindsay	1910		12
Lindsey	1910		23
Logan	1910		17
Lois	1910	1272	15
Lonnie	1910	44	217
Loren	1910		66
Lou	1910	144	18
Louie	1910	29	95
Lupe	1910	47	8
Lynn	1910	23	63
Madison	1910		15
Marion	1910	1703	286
Mckinley	1910		27
Meredith	1910	24	14
Merle	1910	138	100
Mickey	1910	12	17
Milan	1910		9
Monroe	1910		78
Montana	1910	5	
Morgan	1910		45
Noel	1910		44
Nova	1910	32	
Oakley	1910		13
Odell	1910	72	57
Ollie	1910	538	114
Ora	1910	495	53
Paris	1910		6
Parker	1910		15
Pat	1910	19	58
Patsy	1910	73	26
Payton	1910		6
Perry	1910	10	125
Presley	1910		9
Quincy	1910	6	25
Ray	1910	56	545
Reece	1910		10
Reese	1910		26
Rene	1910	13	29
Riley	1910		63
Robbie	1910	73	9
Robin	1910	6	
Royce	1910		11
Sammie	1910	30	48
Sandy	1910		35
Santana	1910	5	
Shelby	1910		29
Shirley	1910	318	24
Sidney	1910	14	353
Spencer	1910		54
Stacy	1910	8	8
Sterling	1910		46
Sullivan	1910		6
Sydney	1910	15	42
Taylor	1910		35
Teddy	1910		23
Terrell	1910		5
Terry	1910	16	30
Toby	1910	16	6
Tommie	1910	83	129
Tommy	1910	8	82
Tracy	1910	6	15
Unknown	1910		13
Van	1910		46
Vernon	1910	17	352
Whitney	1910		11
Willie	1910	1796	2897
Addison	1911		20
Adrian	1911	7	55
Alexis	1911		8
Allie	1911	253	34
Allison	1911	9	22
Alva	1911	83	58
Andrea	1911	24	
Angel	1911		12
Antonia	1911	109	
Ariel	1911	14	
Asa	1911		25
Ashley	1911		16
Ashton	1911		7
Aubrey	1911	17	107
August	1911		166
Avery	1911		22
Bailey	1911		11
Bennie	1911	72	227
Bentley	1911		9
Beverly	1911	60	23
Billie	1911	169	37
Billy	1911	10	42
Blair	1911		15
Bobbie	1911	93	12
Bobby	1911	10	12
Brooks	1911		15
Cameron	1911		15
Carey	1911		14
Carmen	1911	199	56
Carol	1911	181	12
Carroll	1911	14	113
Carson	1911		37
Carter	1911		26
Cary	1911		21
Casey	1911		33
Cecil	1911	116	560
Chandler	1911		5
Charley	1911		160
Charlie	1911	44	978
Chris	1911		43
Christen	1911	7	
Christian	1911	5	41
Clare	1911	84	26
Cleo	1911	358	78
Clyde	1911	68	697
Cody	1911		7
Connie	1911	151	35
Courtney	1911	9	5
Cruz	1911	13	16
Dale	1911	26	150
Dallas	1911	19	51
Dana	1911	13	26
Dean	1911	15	94
Dee	1911	15	40
Donnie	1911	47	10
Drew	1911		7
Eddie	1911	120	523
Elisha	1911		27
Elliot	1911		17
Elliott	1911		56
Ellis	1911	7	167
Emerson	1911		59
Emery	1911		70
Emory	1911		74
Erin	1911	9	
Fay	1911	339	27
Finley	1911		10
Francis	1911	234	1311
Frankie	1911	170	14
Freddie	1911	32	100
Gail	1911	32	23
Gale	1911	11	22
Gayle	1911	16	6
Gene	1911	45	102
Gerry	1911		5
Grayson	1911		5
Guadalupe	1911	68	29
Hadley	1911		9
Harley	1911		88
Hayden	1911		19
Hilary	1911		12
Hunter	1911		17
Ira	1911	48	236
Ivy	1911	87	11
Jackie	1911	27	8
Jamie	1911	15	12
Jan	1911	8	
Jean	1911	1380	44
Jerry	1911	37	238
Jessie	1911	1550	500
Jewel	1911	327	38
Jewell	1911	338	40
Jimmie	1911	123	243
Jimmy	1911	5	45
Joan	1911	233	7
Jodie	1911	18	11
Johnie	1911	67	184
Johnnie	1911	256	455
Jordan	1911		12
Joy	1911	63	6
June	1911	278	8
Justine	1911	44	
Kay	1911	111	9
Kaye	1911	6	
Kelley	1911		16
Kelly	1911	5	41
Kendall	1911		9
Kirby	1911		18
Kyle	1911		11
Lacy	1911	13	31
Lane	1911		10
Laurel	1911	17	11
Lauren	1911		12
Laverne	1911	136	45
Lee	1911	258	646
Leigh	1911		9
Leighton	1911		8
Lesley	1911		11
Leslie	1911	35	323
Lindsay	1911		9
Lindsey	1911		32
Logan	1911		17
Lois	1911	1507	11
Lonnie	1911	30	213
Loren	1911		77
Lou	1911	153	9
Louie	1911	31	90
Lupe	1911	48	9
Lynn	1911	25	66
Madison	1911		21
Marion	1911	1744	346
Mckinley	1911		20
Meredith	1911	16	16
Merle	1911	151	115
Michele	1911		10
Mickey	1911	16	8
Milan	1911		10
Monroe	1911		91
Morgan	1911		54
Noel	1911	6	43
Nova	1911	36	5
Oakley	1911		12
Odell	1911	62	76
Ollie	1911	521	109
Ora	1911	513	42
Paris	1911		8
Parker	1911		15
Pat	1911	21	49
Patsy	1911	68	74
Payton	1911		6
Perry	1911		152
Peyton	1911		9
Quincy	1911		19
Ray	1911	63	602
Reece	1911		11
Reese	1911		15
Rene	1911	14	39
Riley	1911		47
Robbie	1911	85	10
Robin	1911		8
Ronnie	1911	5	10
Royce	1911		23
Sammie	1911	30	63
Sandy	1911		24
Shelby	1911		30
Shirley	1911	362	35
Sidney	1911	24	433
Spencer	1911		70
Stacy	1911	8	14
Sterling	1911		47
Sullivan	1911		9
Sydney	1911	12	54
Taylor	1911		45
Teddy	1911	8	21
Terrell	1911		8
Terry	1911	16	29
Toby	1911	13	7
Tommie	1911	79	152
Tommy	1911		71
Tracy	1911	10	17
Unknown	1911	5	19
Van	1911		53
Vernon	1911	7	418
Whitney	1911		8
Willie	1911	1637	2492
Addison	1912		33
Adrian	1912	8	130
Alexis	1912		14
Allie	1912	322	31
Allison	1912	12	25
Alva	1912	125	138
Andrea	1912	33	7
Angel	1912	8	26
Antonia	1912	146	
Ariel	1912	9	
Asa	1912		47
Ashley	1912		23
Ashton	1912		14
Aubrey	1912	15	236
August	1912		343
Avery	1912	9	58
Baby	1912	7	
Bailey	1912		26
Bennie	1912	70	392
Beverly	1912	88	45
Billie	1912	258	76
Billy	1912	16	69
Blair	1912		26
Bobbie	1912	107	19
Bobby	1912	24	14
Brooks	1912		25
Cameron	1912		24
Campbell	1912		16
Carey	1912	7	36
Carmen	1912	231	95
Carol	1912	324	32
Carroll	1912	8	256
Carson	1912		45
Carter	1912		45
Cary	1912	12	20
Casey	1912		45
Cecil	1912	135	1056
Chandler	1912		18
Channing	1912		5
Charley	1912		288
Charlie	1912	79	1446
Chris	1912		76
Christen	1912	7	
Christian	1912		91
Clare	1912	132	32
Cleo	1912	469	139
Clyde	1912	59	1314
Cody	1912		13
Connie	1912	185	46
Courtney	1912	9	23
Cruz	1912	17	20
Dale	1912	35	371
Dallas	1912	24	134
Dana	1912	18	45
Darnell	1912		9
Daryl	1912		13
Dean	1912	10	198
Dee	1912	24	64
Demetrius	1912		6
Diamond	1912	6	
Dominique	1912		5
Donnie	1912	58	16
Drew	1912		13
Eddie	1912	160	718
Elisha	1912		44
Elliot	1912		16
Elliott	1912		85
Ellis	1912	8	282
Emerson	1912		142
Emery	1912		137
Emory	1912		117
Erin	1912	14	
Fay	1912	436	56
Finley	1912		16
Francis	1912	273	2516
Frankie	1912	207	28
Freddie	1912	57	146
Gail	1912	53	40
Gale	1912	9	42
Gayle	1912	35	19
Gene	1912	54	187
Gerry	1912	9	
Grayson	1912		12
Guadalupe	1912	92	53
Hadley	1912		11
Harley	1912		197
Harper	1912		18
Haven	1912		6
Hayden	1912		43
Hilary	1912		22
Hunter	1912		28
Ira	1912	50	394
Ivy	1912	110	35
Jackie	1912	46	12
Jamie	1912	34	12
Jan	1912	8	8
Jean	1912	2056	90
Jerry	1912	43	405
Jessie	1912	2052	692
Jewel	1912	416	49
Jewell	1912	456	80
Jimmie	1912	162	366
Jimmy	1912		79
Joan	1912	317	5
Jodie	1912	12	27
Johnie	1912	80	311
Johnnie	1912	365	709
Jordan	1912		31
Joy	1912	68	10
Jude	1912		5
June	1912	467	25
Justine	1912	67	
Kay	1912	143	17
Kaye	1912	20	
Kelley	1912		18
Kelly	1912	7	57
Kelsey	1912		10
Kendall	1912		17
Kennedy	1912		5
Kim	1912		5
Kirby	1912		25
Kyle	1912		35
Lacy	1912	22	65
Laurel	1912	23	23
Lauren	1912		19
Laverne	1912	225	79
Lee	1912	312	1030
Leigh	1912	9	18
Leighton	1912		20
Lesley	1912		19
Leslie	1912	49	693
Lindsay	1912		17
Lindsey	1912		39
Lindy	1912	5	
Logan	1912		35
Lois	1912	2146	30
London	1912		5
Lonnie	1912	43	327
Loren	1912	5	201
Lou	1912	212	22
Louie	1912	37	177
Lupe	1912	65	18
Lynn	1912	28	156
Madison	1912		35
Marion	1912	2521	680
Marty	1912		9
Mckinley	1912		38
Meredith	1912	20	34
Merle	1912	221	268
Michele	1912		5
Mickey	1912	17	12
Milan	1912		30
Monroe	1912		175
Montana	1912	5	
Morgan	1912		78
Noel	1912	6	80
Nova	1912	54	
Oakley	1912		23
Odell	1912	79	112
Ollie	1912	644	167
Ora	1912	605	65
Paris	1912		22
Parker	1912		34
Pat	1912	31	75
Patsy	1912	99	119
Payton	1912		9
Perry	1912	18	216
Peyton	1912		8
Presley	1912		5
Quincy	1912		31
Ray	1912	60	1050
Reece	1912		19
Reese	1912		22
Rene	1912	20	49
Riley	1912		87
Robbie	1912	141	15
Robin	1912	8	18
Ronnie	1912	5	8
Royce	1912		37
Sammie	1912	39	65
Sandy	1912		44
Shannon	1912	5	9
Shelby	1912		48
Shelly	1912		9
Shirley	1912	489	66
Sidney	1912	26	1003
Spencer	1912		105
Stacy	1912	10	19
Sterling	1912		100
Sullivan	1912		11
Sydney	1912	12	115
Tate	1912		6
Taylor	1912		57
Teddy	1912	6	55
Terrell	1912		27
Terry	1912	17	49
Toby	1912	14	
Tommie	1912	123	199
Tommy	1912	9	91
Tracy	1912	9	34
Unknown	1912	12	15
Van	1912		85
Vernon	1912	23	889
Whitney	1912		15
Willie	1912	2267	3508
Addison	1913		33
Adrian	1913	9	155
Alexis	1913		6
Allie	1913	293	38
Allison	1913	7	31
Alva	1913	142	167
Andrea	1913	58	8
Angel	1913	7	30
Antonia	1913	171	
Ariel	1913	19	5
Asa	1913		58
Ashley	1913		31
Ashton	1913		15
Aubrey	1913	13	255
August	1913		401
Avery	1913	8	66
Baby	1913	8	
Bailey	1913		24
Bennie	1913	101	446
Bentley	1913		6
Beverly	1913	103	46
Billie	1913	289	83
Billy	1913	22	111
Blair	1913		31
Bobbie	1913	132	21
Bobby	1913	13	14
Brooks	1913		51
Cameron	1913		10
Campbell	1913		9
Carey	1913	10	39
Carmen	1913	300	124
Carol	1913	332	34
Carroll	1913	29	264
Carson	1913		47
Carter	1913		37
Cary	1913	11	28
Casey	1913		44
Cecil	1913	162	1276
Chandler	1913		9
Charley	1913		278
Charlie	1913	76	1618
Chris	1913		81
Christen	1913	6	
Christian	1913		91
Clare	1913	113	50
Cleo	1913	536	145
Clyde	1913	87	1537
Cody	1913		9
Connie	1913	229	55
Courtney	1913	9	23
Cruz	1913	27	16
Dale	1913	28	472
Dallas	1913	16	126
Dana	1913	22	53
Darby	1913		6
Darnell	1913		5
Daryl	1913		6
Dean	1913	10	224
Dee	1913	21	57
Diamond	1913	9	
Donnie	1913	61	31
Drew	1913		21
Eddie	1913	183	878
Elisha	1913		45
Elliot	1913		37
Elliott	1913		111
Ellis	1913	14	391
Emerson	1913		114
Emery	1913		171
Emory	1913		151
Erin	1913	20	
Fay	1913	427	83
Finley	1913		31
Francis	1913	299	3205
Frankie	1913	237	24
Freddie	1913	64	167
Gail	1913	58	61
Gale	1913	8	59
Gayle	1913	39	21
Gene	1913	76	248
Gerry	1913	8	
Grayson	1913		15
Guadalupe	1913	115	70
Hadley	1913		10
Harley	1913		204
Harper	1913		16
Haven	1913		10
Hayden	1913		39
Hilary	1913		23
Hunter	1913		36
Ira	1913	63	479
Ivy	1913	106	27
Jackie	1913	45	9
Jamie	1913	36	20
Jan	1913	8	11
Jean	1913	2544	100
Jerry	1913	43	494
Jessie	1913	2475	758
Jewel	1913	392	50
Jewell	1913	482	66
Jimmie	1913	186	452
Jimmy	1913	11	94
Joan	1913	412	
Jodie	1913	18	29
Johnie	1913	85	326
Johnnie	1913	440	717
Jordan	1913		41
Joy	1913	120	22
Jude	1913		6
June	1913	710	27
Justice	1913		9
Justine	1913	76	
Kay	1913	159	20
Kaye	1913	17	
Kelley	1913		22
Kelly	1913		63
Kelsey	1913		11
Kendall	1913		45
Kim	1913		7
Kirby	1913		30
Kyle	1913		25
Lacy	1913	28	60
Lane	1913		13
Laurel	1913	30	22
Lauren	1913		28
Laverne	1913	288	119
Lee	1913	294	1228
Leigh	1913		17
Leighton	1913		17
Lennon	1913		5
Lesley	1913	10	22
Leslie	1913	52	838
Lindsay	1913		27
Lindsey	1913		42
Lindy	1913	8	
Logan	1913		38
Lois	1913	2561	47
London	1913		5
Lonnie	1913	48	351
Loren	1913		223
Lou	1913	199	16
Louie	1913	35	210
Lupe	1913	77	18
Lynn	1913	32	192
Madison	1913		46
Marion	1913	2854	771
Marty	1913		13
Mckinley	1913		45
Meredith	1913	38	43
Merle	1913	232	331
Michele	1913		13
Mickey	1913	15	20
Milan	1913		34
Monroe	1913		210
Montana	1913	10	
Morgan	1913		106
Noel	1913	5	128
Nova	1913	59	5
Oakley	1913	7	36
Odell	1913	86	131
Ollie	1913	669	225
Ora	1913	622	84
Paris	1913		22
Parker	1913		52
Pat	1913	30	90
Patsy	1913	83	129
Payton	1913		11
Perry	1913	15	280
Peyton	1913		14
Presley	1913		6
Quincy	1913	7	23
Ray	1913	67	1328
Reagan	1913		5
Reece	1913		24
Reese	1913		27
Rene	1913	22	36
Riley	1913		97
Robbie	1913	149	10
Robin	1913	10	11
Ronnie	1913	10	6
Royce	1913		44
Sammie	1913	47	86
Sandy	1913		44
Sawyer	1913		7
Shannon	1913		16
Shelby	1913	5	38
Shelly	1913		13
Shirley	1913	684	113
Sidney	1913	43	1073
Spencer	1913		124
Stacey	1913		9
Stacy	1913	11	22
Sterling	1913	6	132
Sullivan	1913		9
Sydney	1913	21	145
Taylor	1913		73
Teddy	1913	9	37
Terrell	1913		15
Terry	1913	24	69
Toby	1913	24	11
Tommie	1913	142	225
Tommy	1913	11	120
Tracy	1913	11	44
Unknown	1913	11	17
Van	1913	7	82
Vernon	1913	32	1143
Whitney	1913		33
Willie	1913	2264	3760
Addison	1914		59
Adrian	1914	18	174
Alexis	1914		14
Ali	1914		5
Allie	1914	350	66
Allison	1914	11	49
Alva	1914	121	178
Andrea	1914	59	13
Angel	1914	7	37
Antonia	1914	202	8
Ariel	1914	7	9
Asa	1914		73
Ashley	1914		42
Ashton	1914		23
Aubrey	1914	17	313
August	1914	6	533
Avery	1914	7	91
Baby	1914	5	
Bailey	1914		34
Bennie	1914	104	598
Bentley	1914		5
Beverly	1914	142	60
Billie	1914	326	125
Billy	1914	20	142
Blair	1914	6	43
Bobbie	1914	148	30
Bobby	1914	21	36
Brooke	1914		5
Brooks	1914		48
Cameron	1914	5	27
Campbell	1914		20
Carey	1914	13	68
Carmen	1914	374	173
Carol	1914	438	54
Carroll	1914	32	382
Carson	1914		96
Carter	1914		92
Cary	1914	10	32
Casey	1914		48
Cecil	1914	193	1530
Chandler	1914		22
Charley	1914	9	359
Charlie	1914	101	1906
Chris	1914	8	126
Christian	1914	5	122
Clare	1914	169	75
Cleo	1914	672	215
Clyde	1914	96	1953
Cody	1914		13
Connie	1914	293	63
Courtney	1914	18	26
Cruz	1914	31	25
Dale	1914	33	691
Dallas	1914	28	183
Dana	1914	39	64
Daryl	1914		22
Dean	1914	18	337
Dee	1914	29	66
Devon	1914		10
Donnie	1914	76	26
Drew	1914		19
Eddie	1914	210	1009
Elisha	1914	5	42
Elliot	1914		52
Elliott	1914		129
Ellis	1914	13	426
Emerson	1914		164
Emery	1914		211
Emory	1914		189
Erin	1914	21	
Fay	1914	566	101
Finley	1914		29
Francis	1914	385	3901
Frankie	1914	282	33
Freddie	1914	85	231
Gail	1914	102	88
Gale	1914	17	89
Gayle	1914	55	28
Gene	1914	109	352
Gerry	1914	14	6
Grayson	1914		15
Guadalupe	1914	156	90
Hadley	1914		15
Harley	1914		322
Harper	1914		20
Haven	1914		12
Hayden	1914		46
Hilary	1914	5	24
Hunter	1914		42
Ira	1914	60	605
Ivy	1914	128	52
Jackie	1914	47	19
Jamie	1914	33	25
Jan	1914	8	21
Jean	1914	3282	113
Jerry	1914	54	649
Jessie	1914	2861	949
Jewel	1914	515	81
Jewell	1914	570	77
Jimmie	1914	192	531
Jimmy	1914	8	103
Joan	1914	578	6
Jodie	1914	23	36
Johnie	1914	100	405
Johnnie	1914	494	928
Jordan	1914		53
Jordon	1914		10
Joy	1914	157	24
Jude	1914		5
June	1914	1148	44
Justice	1914		8
Justine	1914	87	
Kay	1914	215	25
Kaye	1914	15	
Kelley	1914		17
Kelly	1914	11	92
Kelsey	1914		10
Kendall	1914		30
Kennedy	1914		8
Kim	1914	5	
Kirby	1914		38
Kyle	1914		42
Lacy	1914	22	79
Lane	1914		18
Laurel	1914	33	36
Lauren	1914		42
Laverne	1914	379	162
Lee	1914	405	1451
Leigh	1914	5	15
Leighton	1914		29
Lesley	1914	5	22
Leslie	1914	68	1076
Lindsay	1914		38
Lindsey	1914		56
Lindy	1914	6	
Logan	1914		65
Lois	1914	3432	58
Lonnie	1914	51	468
Loren	1914		273
Lou	1914	227	38
Louie	1914	51	268
Lupe	1914	97	22
Lynn	1914	45	232
Madison	1914		56
Marion	1914	3550	982
Marley	1914		7
Marty	1914		16
